,LONGITUDE,LATITUDE,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP,UNIQUELOCATION
2137,-7336.2989999987185,4864829.050399996,3,2,128,2,5,3,1371721438,200
2138,-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721620,161
2139,-7337.5278999991715,4864825.624499999,3,2,121,2,5,3,1371721540,208
2140,-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721710,161
2141,-7331.918400000781,4864822.512199998,3,2,122,2,5,3,1371721875,182
2142,-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721656,161
2143,-7323.891800001264,4864818.059199996,3,2,125,2,5,3,1371722129,131
2144,-7325.052900001408,4864818.703599997,3,2,124,2,5,3,1371722038,141
2145,-7331.918400000781,4864822.512199998,3,2,122,2,5,3,1371721921,182
2146,-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721980,161
2147,-7309.517499998212,4864813.293499999,3,2,131,2,5,3,1371722353,13
2148,-7312.662200000137,4864807.624899998,3,2,133,2,5,3,1371722188,39
2149,-7316.680700000374,4864814.058700003,3,2,127,2,5,3,1371722302,79
2150,-7318.160399999469,4864814.879600003,3,2,126,2,5,3,1371722251,104
2151,-7405.079300001264,4864791.728799999,2,2,220,2,5,3,1371714273,618
2152,-7410.865299999715,4864797.881499998,2,2,201,2,5,3,1371714024,658
2153,-7408.925999999045,4864793.862999998,2,2,202,2,5,3,1371714105,650
2154,-7311.919399999082,4864808.963799998,3,2,132,2,5,3,1371722409,32
2155,-7312.662200000137,4864807.624899998,3,2,133,2,5,3,1371722460,39
2156,-7384.873199999332,4864780.518700004,2,2,204,2,5,3,1371714409,517
2157,-7375.182999998331,4864773.673,2,2,214,2,5,3,1371714622,449
2158,-7359.4400999993095,4864766.4086000025,2,2,205,2,5,3,1371714730,350
2159,-7395.213199999183,4864786.255099997,2,2,203,2,5,3,1371714345,578
2160,-7343.733500000089,4864754.510700002,2,2,208,2,5,3,1371714955,251
2161,-7356.457600001247,4864764.753700003,2,2,206,2,5,3,1371714784,324
2162,-7341.308100000025,4864756.173699996,2,2,213,2,5,3,1371715006,242
2163,-7344.375,4864757.609700002,2,2,207,2,5,3,1371714902,255
2164,-7356.457600001247,4864764.753700003,2,2,206,2,5,3,1371714839,324
2165,-7331.400499999522,4864768.478600003,2,2,211,2,5,3,1371715332,174
2166,-7331.747999999671,4864767.318000004,2,2,210,2,5,3,1371715130,178
2167,-7338.009399998933,4864757.397500001,2,2,209,2,5,3,1371715064,215
2168,-7404.8357000015685,4864808.159000002,2,2,217,2,5,3,1371715607,616
2169,-7390.761199999601,4864835.141000004,3,2,141,2,5,3,1371719865,556
2170,-7390.435400001706,4864835.897,3,2,140,2,5,3,1371719913,545
2171,-7386.105999998747,4864837.9142,3,2,101,2,5,3,1371720024,529
2172,-7381.754700001329,4864845.757299997,3,2,102,2,5,3,1371720150,492
2173,-7383.733100000769,4864842.191699997,3,2,143,2,5,3,1371720094,506
2174,-7377.096400000155,4864854.1538999975,3,2,105,2,5,3,1371720340,467
2175,-7375.028700001538,4864855.459899999,3,2,106,2,5,3,1371720387,446
2176,-7380.934599999338,4864847.235600002,3,2,103,2,5,3,1371720200,484
2177,-7377.846599999814,4864852.802199997,3,2,104,2,5,3,1371720293,475
2178,-7372.802999999374,4864849.302699998,3,2,107,2,5,3,1371720504,425
2179,-7370.01060000062,4864847.753600001,3,2,107,2,5,3,1371720554,408
2180,-7373.052799999715,4864844.886500001,3,2,112,2,5,3,1371720606,429
2181,-7366.095899999142,4864845.581600003,3,2,108,2,5,3,1371720689,385
2182,-7374.347500000149,4864845.604699999,3,2,111,2,5,3,1371720452,440
2183,-7359.148499999195,4864841.7272000015,3,2,109,2,5,3,1371720998,342
2184,-7363.282400000841,4864844.020599999,3,2,108,2,5,3,1371720741,372
2185,-7359.148499999195,4864841.7272000015,3,2,109,2,5,3,1371720892,342
2186,-7367.458799999206,4864841.782799996,3,2,113,2,5,3,1371720792,400
2187,-7366.242400001734,4864841.108000003,3,2,114,2,5,3,1371720835,390
2188,-7359.331099998206,4864837.273500003,3,2,116,2,5,3,1371721148,347
2189,-7352.339699998499,4864837.9498,3,2,110,2,5,3,1371721220,297
2190,-7360.497299998999,4864837.920500003,3,2,115,2,5,3,1371721110,357
2191,-7353.723400000484,4864834.1625000015,3,2,117,2,5,3,1371721274,313
2192,-7352.520300000906,4864833.494800001,3,2,118,2,5,3,1371721321,302
2193,-7345.42330000177,4864829.557700002,3,2,119,2,5,3,1371721375,264
2194,-7338.66330000013,4864826.254299998,3,2,120,2,5,3,1371721500,221
2195,-7337.5278999991715,4864825.624499999,3,2,121,2,5,3,1371721543,208
2196,-7336.2989999987185,4864829.050399996,3,2,128,2,5,3,1371721441,200
2197,-7331.918400000781,4864822.512199998,3,2,122,2,5,3,1371721880,182
2198,-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721660,161
2199,-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721610,161
2200,-7331.918400000781,4864822.512199998,3,2,122,2,5,3,1371721797,182
2201,-7312.662200000137,4864807.624899998,3,2,133,2,5,3,1371722192,39
2202,-7323.891800001264,4864818.059199996,3,2,125,2,5,3,1371722133,131
2203,-7331.918400000781,4864822.512199998,3,2,122,2,5,3,1371721925,182
2204,-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721983,161
2205,-7325.052900001408,4864818.703599997,3,2,124,2,5,3,1371722041,141
2206,-7318.160399999469,4864814.879600003,3,2,126,2,5,3,1371722255,104
2207,-7316.680700000374,4864814.058700003,3,2,127,2,5,3,1371722305,79
2208,-7311.919399999082,4864808.963799998,3,2,132,2,5,3,1371722413,32
2209,-7309.517499998212,4864813.293499999,3,2,131,2,5,3,1371722356,13
2210,-7312.662200000137,4864807.624899998,3,2,133,2,5,3,1371722463,39
2211,-7317.526099998503,4864794.559299998,3,2,137,2,5,3,1371723197,99
2212,-7408.925999999045,4864793.862999998,2,2,202,2,5,3,1371714108,650
2213,-7405.079300001264,4864791.728799999,2,2,220,2,5,3,1371714276,618
2214,-7410.865299999715,4864797.881499998,2,2,201,2,5,3,1371714027,658
2215,-7384.873199999332,4864780.518700004,2,2,204,2,5,3,1371714413,517
2216,-7375.182999998331,4864773.673,2,2,214,2,5,3,1371714625,449
2217,-7395.213199999183,4864786.255099997,2,2,203,2,5,3,1371714349,578
2218,-7359.4400999993095,4864766.4086000025,2,2,205,2,5,3,1371714734,350
2219,-7343.733500000089,4864754.510700002,2,2,208,2,5,3,1371714959,251
2220,-7344.375,4864757.609700002,2,2,207,2,5,3,1371714905,255
2221,-7356.457600001247,4864764.753700003,2,2,206,2,5,3,1371714788,324
2222,-7341.308100000025,4864756.173699996,2,2,213,2,5,3,1371715009,242
2223,-7356.457600001247,4864764.753700003,2,2,206,2,5,3,1371714843,324
2224,-7331.400499999522,4864768.478600003,2,2,211,2,5,3,1371715335,174
2225,-7404.8357000015685,4864808.159000002,2,2,217,2,5,3,1371715608,616
2226,-7331.747999999671,4864767.318000004,2,2,210,2,5,3,1371715133,178
2227,-7338.009399998933,4864757.397500001,2,2,209,2,5,3,1371715068,215
2228,-7381.754700001329,4864845.757299997,3,2,102,2,5,3,1371720153,492
2229,-7390.435400001706,4864835.897,3,2,140,2,5,3,1371719917,545
2230,-7390.761199999601,4864835.141000004,3,2,141,2,5,3,1371719868,556
2231,-7383.733100000769,4864842.191699997,3,2,143,2,5,3,1371720097,506
2232,-7386.105999998747,4864837.9142,3,2,101,2,5,3,1371720028,529
2233,-7375.028700001538,4864855.459899999,3,2,106,2,5,3,1371720390,446
2234,-7380.934599999338,4864847.235600002,3,2,103,2,5,3,1371720203,484
2235,-7377.846599999814,4864852.802199997,3,2,104,2,5,3,1371720296,475
2236,-7377.096400000155,4864854.1538999975,3,2,105,2,5,3,1371720343,467
2237,-7370.01060000062,4864847.753600001,3,2,107,2,5,3,1371720557,408
2238,-7366.095899999142,4864845.581600003,3,2,108,2,5,3,1371720692,385
2239,-7372.802999999374,4864849.302699998,3,2,107,2,5,3,1371720507,425
2240,-7374.347500000149,4864845.604699999,3,2,111,2,5,3,1371720455,440
2241,-7373.052799999715,4864844.886500001,3,2,112,2,5,3,1371720609,429
2242,-7363.282400000841,4864844.020599999,3,2,108,2,5,3,1371720745,372
2243,-7367.458799999206,4864841.782799996,3,2,113,2,5,3,1371720795,400
2244,-7359.148499999195,4864841.7272000015,3,2,109,2,5,3,1371721000,342
2245,-7366.242400001734,4864841.108000003,3,2,114,2,5,3,1371720838,390
2246,-7356.611999999732,4864840.32,3,2,109,2,5,3,1371721070,327
2247,-7352.339699998499,4864837.9498,3,2,110,2,5,3,1371721224,297
2248,-7360.497299998999,4864837.920500003,3,2,115,2,5,3,1371721115,357
2249,-7353.723400000484,4864834.1625000015,3,2,117,2,5,3,1371721277,313
2250,-7359.331099998206,4864837.273500003,3,2,116,2,5,3,1371721151,347
2251,-7338.66330000013,4864826.254299998,3,2,120,2,5,3,1371721504,221
2252,-7352.520300000906,4864833.494800001,3,2,118,2,5,3,1371721324,302
2253,-7337.5278999991715,4864825.624499999,3,2,121,2,5,3,1371721547,208
2254,-7345.42330000177,4864829.557700002,3,2,119,2,5,3,1371721378,264
2255,-7336.2989999987185,4864829.050399996,3,2,128,2,5,3,1371721445,200
2256,-7331.918400000781,4864822.512199998,3,2,122,2,5,3,1371721884,182
2257,-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721674,161
2258,-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721718,161
2259,-7331.918400000781,4864822.512199998,3,2,122,2,5,3,1371721928,182
2260,-7318.160399999469,4864814.879600003,3,2,126,2,5,3,1371722258,104
2261,-7325.052900001408,4864818.703599997,3,2,124,2,5,3,1371722045,141
2262,-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721987,161
2263,-7312.662200000137,4864807.624899998,3,2,133,2,5,3,1371722195,39
2264,-7316.680700000374,4864814.058700003,3,2,127,2,5,3,1371722309,79
2265,-7311.919399999082,4864808.963799998,3,2,132,2,5,3,1371722416,32
2266,-7312.662200000137,4864807.624899998,3,2,133,2,5,3,1371722467,39
2267,-7317.526099998503,4864794.559299998,3,2,137,2,5,3,1371723200,99
2268,-7309.517499998212,4864813.293499999,3,2,131,2,5,3,1371722360,13
2269,-7411.2507000006735,4864792.7678999975,3,2,203,2,6,19,1371714051,660
2270,-7413.154800001532,4864789.236699998,3,2,204,2,6,19,1371714083,664
2271,-7413.921399999409,4864785.033399999,3,2,206,2,6,19,1371714136,666
2272,-7413.955299999566,4864787.794299996,3,2,205,2,6,19,1371714110,669
2273,-7407.379599999636,4864799.6941,3,2,201,2,6,19,1371713998,636
2274,-7403.73600000143,4864789.018399999,3,2,209,2,6,19,1371714225,603
2275,-7405.100900001824,4864789.7755,3,2,207,2,6,19,1371714181,619
2276,-7404.705499999225,4864787.466200002,3,2,210,2,6,19,1371714249,612
2277,-7406.063099998981,4864788.219300002,3,2,208,2,6,19,1371714203,629
2278,-7391.35909999907,4864782.1516999975,3,2,215,2,6,19,1371714371,561
2279,-7398.11080000177,4864785.8972999975,3,2,211,2,6,19,1371714276,589
2280,-7399.109700001776,4864784.361699998,3,2,212,2,6,19,1371714298,596
2281,-7396.896099999547,4864785.223499998,3,2,213,2,6,19,1371714324,583
2282,-7397.859799999744,4864783.668200001,3,2,214,2,6,19,1371714345,587
2283,-7390.095800001174,4864781.450599998,3,2,217,2,6,19,1371714414,541
2284,-7384.393399998547,4864778.2870000005,3,2,219,2,6,19,1371714457,512
2285,-7392.357000000775,4864780.615599996,3,2,216,2,6,19,1371714392,565
2286,-7391.084499999882,4864779.909699999,3,2,218,2,6,19,1371714434,559
2287,-7383.265599999577,4864777.661399998,3,2,221,2,6,19,1371714497,501
2288,-7376.4010000005355,4864773.852899998,3,2,223,2,6,19,1371714538,454
2289,-7384.211300000548,4864776.0964,3,2,222,2,6,19,1371714518,508
2290,-7385.372800000012,4864776.740699999,3,2,220,2,6,19,1371714477,520
2291,-7370.614700000732,4864768.552900001,3,2,224,2,6,19,1371714562,414
2292,-7363.996100001038,4864764.880800001,3,2,228,2,6,19,1371714630,375
2293,-7369.632300000639,4864770.0979999965,3,2,225,2,6,19,1371714579,407
2294,-7369.414400000124,4864767.887100004,3,2,226,2,6,19,1371714595,406
2295,-7368.386100001633,4864769.406199999,3,2,227,2,6,19,1371714613,404
2296,-7356.0102000012985,4864762.5402000025,3,2,233,2,6,19,1371714724,322
2297,-7361.5406999997795,4864765.608599998,3,2,231,2,6,19,1371714685,363
2298,-7356.978100001811,4864760.987300001,3,2,232,2,6,19,1371714706,328
2299,-7362.526500001551,4864764.065700002,3,2,230,2,6,19,1371714665,364
2300,-7363.03830000013,4864766.439499997,3,2,229,2,6,19,1371714647,367
2301,-7354.719900000841,4864761.8244,3,2,235,2,6,19,1371714759,317
2302,-7350.146999999882,4864757.249200001,3,2,236,2,6,19,1371714779,288
2303,-7355.670499999076,4864760.262000002,3,2,234,2,6,19,1371714742,320
2304,-7349.279599998145,4864758.806000002,3,2,237,2,6,19,1371714799,282
2305,-7348.012899998575,4864758.103299998,3,2,239,2,6,19,1371714835,279
2306,-7344.968400001526,4864749.5759999985,3,2,241,2,6,19,1371714877,256
2307,-7348.8982000015685,4864756.556000002,3,2,238,2,6,19,1371714814,281
2308,-7344.211399998516,4864750.939999999,3,2,242,2,6,19,1371714893,254
2309,-7347.108300000428,4864748.045599997,3,2,240,2,6,19,1371714860,277
2310,-7336.700399998575,4864764.478799999,3,2,246,2,6,19,1371714969,202
2311,-7337.394799999893,4864763.226999998,3,2,245,2,6,19,1371714948,206
2312,-7341.214999999851,4864756.341499999,3,2,243,2,6,19,1371714912,240
2313,-7340.524599999189,4864757.585900001,3,2,244,2,6,19,1371714930,238
2314,-7331.400499999522,4864768.478600003,3,2,248,2,6,19,1371715097,175
2315,-7331.747999999671,4864767.318000004,3,2,247,2,6,19,1371715079,179
2316,-7377.651299998164,4864772.941299997,3,2,250,2,6,19,1371715258,472
2317,-7405.22580000013,4864808.256200002,3,2,253,2,6,19,1371715312,623
2318,-7381.754700001329,4864845.757299997,4,2,103,2,6,19,1371719801,493
2319,-7408.338870193808,4864811.529825352,3,2,253,1,6,19,1371715396,645
2320,-7384.729100000113,4864840.396499999,4,2,102,2,6,19,1371719778,515
2321,-7385.526399999857,4864838.958999999,4,2,101,2,6,19,1371719759,526
2322,-7404.464299999178,4864809.152999997,3,2,254,2,6,19,1371715331,608
2323,-7380.934599999338,4864847.235600002,4,2,104,2,6,19,1371719818,485
2324,-7377.846599999814,4864852.802199997,4,2,105,2,6,19,1371719835,476
2325,-7376.904599998145,4864852.029399999,4,2,106,2,6,19,1371719849,458
2326,-7372.802900001408,4864849.3028,4,2,107,2,6,19,1371719869,423
2327,-7363.282299999148,4864844.0207,4,2,110,2,6,19,1371719917,371
2328,-7356.611999999732,4864840.320100002,4,2,112,2,6,19,1371719957,326
2329,-7366.095899999142,4864845.581600003,4,2,109,2,6,19,1371719901,386
2330,-7370.0106999985865,4864847.7535,4,2,108,2,6,19,1371719883,409
2331,-7359.148499999195,4864841.7271,4,2,111,2,6,19,1371719935,341
2332,-7334.819400001317,4864828.2295999965,4,2,115,2,6,19,1371720015,195
2333,-7349.546000000089,4864836.3998000035,4,2,114,2,6,19,1371719990,285
2334,-7352.339699998499,4864837.949699998,4,2,113,2,6,19,1371719975,296
2335,-7327.958599999547,4864824.4234,4,2,116,2,6,19,1371720035,158
2336,-7314.109499998391,4864816.739699997,4,2,118,2,6,19,1371720151,54
2337,-7310.057300001383,4864815.156599999,4,2,119,2,6,19,1371720169,18
2338,-7311.919399999082,4864808.963799998,4,2,120,2,6,19,1371720187,33
2339,-7321.037900000811,4864820.583700001,4,2,117,2,6,19,1371720053,116
2340,-7312.662200000137,4864807.624899998,4,2,121,2,6,19,1371720202,40
2341,-7309.517499998212,4864813.293499999,4,2,143,2,6,19,1371720263,14
2342,-7316.4574000015855,4864800.7843,4,2,123,2,6,19,1371720232,76
2343,-7315.743400000036,4864802.071500003,4,2,122,2,6,19,1371720218,72
2344,-7360.497299998999,4864837.920500003,4,2,128,2,6,19,1371720346,358
2345,-7353.723400000484,4864834.1625000015,4,2,130,2,6,19,1371720576,314
2346,-7359.331099998206,4864837.273500003,4,2,129,2,6,19,1371720372,348
2347,-7359.913360092789,4864833.420775658,4,2,129,1,6,19,1371720395,353
2348,-7345.42330000177,4864829.557700002,4,2,132,2,6,19,1371720608,265
2349,-7352.520300000906,4864833.494800001,4,2,131,2,6,19,1371720591,303
2350,-7332.1088000014415,4864822.170999996,4,2,135,2,6,19,1371720654,185
2351,-7337.716099999845,4864825.2817,4,2,134,2,6,19,1371720639,211
2352,-7325.23409999907,4864818.356799996,4,2,137,2,6,19,1371720683,145
2353,-7338.857999999076,4864825.9152000025,4,2,133,2,6,19,1371720624,227
2354,-7330.786899998784,4864821.437299997,4,2,136,2,6,19,1371720668,169
2355,-7316.86719999835,4864813.714900002,4,2,140,2,6,19,1371720731,83
2356,-7324.080699998885,4864817.717,4,2,138,2,6,19,1371720699,134
2357,-7318.341099999845,4864814.532499999,4,2,139,2,6,19,1371720715,107
2358,-7374.347500000149,4864845.604699999,4,2,124,2,6,19,1371720817,441
2359,-7367.458799999206,4864841.782799996,4,2,126,2,6,19,1371720846,401
2360,-7373.052799999715,4864844.886500001,4,2,125,2,6,19,1371720831,430
2361,-7317.526099998503,4864794.559299998,4,2,142,2,6,19,1371720933,100
2362,-7316.963899999857,4864795.2365000015,4,2,141,2,6,19,1371720949,92
2363,-7366.242400001734,4864841.108000003,4,2,127,2,6,19,1371720865,391
2364,-7390.435400001706,4864835.897,4,2,146,2,6,19,1371721195,546
2365,-7313.731119778006,4864792.063410872,4,2,141,1,6,19,1371721044,50
2366,-7407.379599999636,4864799.6941,3,2,201,2,6,19,1371713992,636
2367,-7390.761199999601,4864835.141000004,4,2,147,2,6,19,1371721206,557
2368,-7413.154800001532,4864789.236699998,3,2,204,2,6,19,1371714078,664
2369,-7411.2507000006735,4864792.7678999975,3,2,203,2,6,19,1371714046,660
2370,-7413.921399999409,4864785.033399999,3,2,206,2,6,19,1371714133,666
2371,-7413.955299999566,4864787.794299996,3,2,205,2,6,19,1371714105,669
2372,-7405.100900001824,4864789.7755,3,2,207,2,6,19,1371714176,619
2373,-7403.73600000143,4864789.018399999,3,2,209,2,6,19,1371714219,603
2374,-7398.11080000177,4864785.8972999975,3,2,211,2,6,19,1371714271,589
2375,-7406.063099998981,4864788.219300002,3,2,208,2,6,19,1371714197,629
2376,-7404.705499999225,4864787.466200002,3,2,210,2,6,19,1371714242,612
2377,-7396.896099999547,4864785.223499998,3,2,213,2,6,19,1371714318,583
2378,-7399.109700001776,4864784.361699998,3,2,212,2,6,19,1371714292,596
2379,-7397.859799999744,4864783.668200001,3,2,214,2,6,19,1371714339,587
2380,-7391.35909999907,4864782.1516999975,3,2,215,2,6,19,1371714367,561
2381,-7392.357000000775,4864780.615599996,3,2,216,2,6,19,1371714386,565
2382,-7384.393399998547,4864778.2870000005,3,2,219,2,6,19,1371714451,512
2383,-7390.095800001174,4864781.450599998,3,2,217,2,6,19,1371714408,541
2384,-7391.084499999882,4864779.909699999,3,2,218,2,6,19,1371714428,559
2385,-7385.372800000012,4864776.740699999,3,2,220,2,6,19,1371714471,520
2386,-7369.632300000639,4864770.0979999965,3,2,225,2,6,19,1371714573,407
2387,-7383.265599999577,4864777.661399998,3,2,221,2,6,19,1371714491,501
2388,-7376.4010000005355,4864773.852899998,3,2,223,2,6,19,1371714532,454
2389,-7384.211300000548,4864776.0964,3,2,222,2,6,19,1371714513,508
2390,-7370.614700000732,4864768.552900001,3,2,224,2,6,19,1371714558,414
2391,-7363.996100001038,4864764.880800001,3,2,228,2,6,19,1371714625,375
2392,-7368.386100001633,4864769.406199999,3,2,227,2,6,19,1371714609,404
2393,-7369.414400000124,4864767.887100004,3,2,226,2,6,19,1371714589,406
2394,-7363.03830000013,4864766.439499997,3,2,229,2,6,19,1371714642,367
2395,-7362.526500001551,4864764.065700002,3,2,230,2,6,19,1371714660,364
2396,-7356.0102000012985,4864762.5402000025,3,2,233,2,6,19,1371714719,322
2397,-7356.978100001811,4864760.987300001,3,2,232,2,6,19,1371714701,328
2398,-7361.5406999997795,4864765.608599998,3,2,231,2,6,19,1371714680,363
2399,-7348.8982000015685,4864756.556000002,3,2,238,2,6,19,1371714809,281
2400,-7349.279599998145,4864758.806000002,3,2,237,2,6,19,1371714793,282
2401,-7350.146999999882,4864757.249200001,3,2,236,2,6,19,1371714774,288
2402,-7354.719900000841,4864761.8244,3,2,235,2,6,19,1371714754,317
2403,-7355.670499999076,4864760.262000002,3,2,234,2,6,19,1371714737,320
2404,-7347.108300000428,4864748.045599997,3,2,240,2,6,19,1371714855,277
2405,-7344.968400001526,4864749.5759999985,3,2,241,2,6,19,1371714871,256
2406,-7348.012899998575,4864758.103299998,3,2,239,2,6,19,1371714830,279
2407,-7344.211399998516,4864750.939999999,3,2,242,2,6,19,1371714888,254
2408,-7341.214999999851,4864756.341499999,3,2,243,2,6,19,1371714906,240
2409,-7337.394799999893,4864763.226999998,3,2,245,2,6,19,1371714943,206
2410,-7331.747999999671,4864767.318000004,3,2,247,2,6,19,1371715078,179
2411,-7336.700399998575,4864764.478799999,3,2,246,2,6,19,1371714963,202
2412,-7340.524599999189,4864757.585900001,3,2,244,2,6,19,1371714925,238
2413,-7404.464299999178,4864809.152999997,3,2,254,2,6,19,1371715326,608
2414,-7331.400499999522,4864768.478600003,3,2,248,2,6,19,1371715091,175
2415,-7405.22580000013,4864808.256200002,3,2,253,2,6,19,1371715308,623
2416,-7377.651299998164,4864772.941299997,3,2,250,2,6,19,1371715253,472
2417,-7380.934599999338,4864847.235600002,4,2,104,2,6,19,1371719813,485
2418,-7384.729100000113,4864840.396499999,4,2,102,2,6,19,1371719773,515
2419,-7408.338870193808,4864811.529825352,3,2,253,1,6,19,1371715396,645
2420,-7385.526399999857,4864838.958999999,4,2,101,2,6,19,1371719753,526
2421,-7381.754700001329,4864845.757299997,4,2,103,2,6,19,1371719796,493
2422,-7376.904599998145,4864852.029399999,4,2,106,2,6,19,1371719844,458
2423,-7370.0106999985865,4864847.7535,4,2,108,2,6,19,1371719878,409
2424,-7372.802900001408,4864849.3028,4,2,107,2,6,19,1371719864,423
2425,-7377.846599999814,4864852.802199997,4,2,105,2,6,19,1371719830,476
2426,-7366.095899999142,4864845.581600003,4,2,109,2,6,19,1371719896,386
2427,-7363.282299999148,4864844.0207,4,2,110,2,6,19,1371719912,371
2428,-7352.339699998499,4864837.949699998,4,2,113,2,6,19,1371719971,296
2429,-7356.611999999732,4864840.320100002,4,2,112,2,6,19,1371719951,326
2430,-7359.148499999195,4864841.7271,4,2,111,2,6,19,1371719930,341
2431,-7334.819400001317,4864828.2295999965,4,2,115,2,6,19,1371720009,195
2432,-7327.958599999547,4864824.4234,4,2,116,2,6,19,1371720029,158
2433,-7321.037900000811,4864820.583700001,4,2,117,2,6,19,1371720048,116
2434,-7349.546000000089,4864836.3998000035,4,2,114,2,6,19,1371719986,285
2435,-7312.662200000137,4864807.624899998,4,2,121,2,6,19,1371720196,40
2436,-7315.743400000036,4864802.071500003,4,2,122,2,6,19,1371720213,72
2437,-7314.109499998391,4864816.739699997,4,2,118,2,6,19,1371720146,54
2438,-7310.057300001383,4864815.156599999,4,2,119,2,6,19,1371720163,18
2439,-7311.919399999082,4864808.963799998,4,2,120,2,6,19,1371720181,33
2440,-7359.331099998206,4864837.273500003,4,2,129,2,6,19,1371720367,348
2441,-7316.4574000015855,4864800.7843,4,2,123,2,6,19,1371720227,76
2442,-7309.517499998212,4864813.293499999,4,2,143,2,6,19,1371720257,14
2443,-7360.497299998999,4864837.920500003,4,2,128,2,6,19,1371720342,358
2444,-7345.42330000177,4864829.557700002,4,2,132,2,6,19,1371720603,265
2445,-7338.857999999076,4864825.9152000025,4,2,133,2,6,19,1371720619,227
2446,-7359.913360092789,4864833.420775658,4,2,129,1,6,19,1371720389,353
2447,-7353.723400000484,4864834.1625000015,4,2,130,2,6,19,1371720571,314
2448,-7352.520300000906,4864833.494800001,4,2,131,2,6,19,1371720585,303
2449,-7332.1088000014415,4864822.170999996,4,2,135,2,6,19,1371720648,185
2450,-7330.786899998784,4864821.437299997,4,2,136,2,6,19,1371720662,169
2451,-7325.23409999907,4864818.356799996,4,2,137,2,6,19,1371720678,145
2452,-7337.716099999845,4864825.2817,4,2,134,2,6,19,1371720633,211
2453,-7318.341099999845,4864814.532499999,4,2,139,2,6,19,1371720709,107
2454,-7374.347500000149,4864845.604699999,4,2,124,2,6,19,1371720812,441
2455,-7316.86719999835,4864813.714900002,4,2,140,2,6,19,1371720725,83
2456,-7324.080699998885,4864817.717,4,2,138,2,6,19,1371720693,134
2457,-7373.052799999715,4864844.886500001,4,2,125,2,6,19,1371720825,430
2458,-7367.458799999206,4864841.782799996,4,2,126,2,6,19,1371720840,401
2459,-7317.526099998503,4864794.559299998,4,2,142,2,6,19,1371720929,100
2460,-7316.963899999857,4864795.2365000015,4,2,141,2,6,19,1371720944,92
2461,-7366.242400001734,4864841.108000003,4,2,127,2,6,19,1371720859,391
2462,-7390.761199999601,4864835.141000004,4,2,147,2,6,19,1371721201,557
2463,-7411.2507000006735,4864792.7678999975,3,2,203,2,6,19,1371714046,660
2464,-7313.731119778006,4864792.063410872,4,2,141,1,6,19,1371721040,50
2465,-7390.435400001706,4864835.897,4,2,146,2,6,19,1371721192,546
2466,-7407.379599999636,4864799.6941,3,2,201,2,6,19,1371713993,636
2467,-7413.955299999566,4864787.794299996,3,2,205,2,6,19,1371714105,669
2468,-7413.154800001532,4864789.236699998,3,2,204,2,6,19,1371714079,664
2469,-7413.921399999409,4864785.033399999,3,2,206,2,6,19,1371714133,666
2470,-7405.100900001824,4864789.7755,3,2,207,2,6,19,1371714176,619
2471,-7404.705499999225,4864787.466200002,3,2,210,2,6,19,1371714244,612
2472,-7406.063099998981,4864788.219300002,3,2,208,2,6,19,1371714198,629
2473,-7403.73600000143,4864789.018399999,3,2,209,2,6,19,1371714220,603
2474,-7399.109700001776,4864784.361699998,3,2,212,2,6,19,1371714292,596
2475,-7398.11080000177,4864785.8972999975,3,2,211,2,6,19,1371714270,589
2476,-7391.35909999907,4864782.1516999975,3,2,215,2,6,19,1371714367,561
2477,-7396.896099999547,4864785.223499998,3,2,213,2,6,19,1371714320,583
2478,-7397.859799999744,4864783.668200001,3,2,214,2,6,19,1371714341,587
2479,-7392.357000000775,4864780.615599996,3,2,216,2,6,19,1371714386,565
2480,-7384.393399998547,4864778.2870000005,3,2,219,2,6,19,1371714452,512
2481,-7391.084499999882,4864779.909699999,3,2,218,2,6,19,1371714429,559
2482,-7390.095800001174,4864781.450599998,3,2,217,2,6,19,1371714409,541
2483,-7385.372800000012,4864776.740699999,3,2,220,2,6,19,1371714471,520
2484,-7369.632300000639,4864770.0979999965,3,2,225,2,6,19,1371714574,407
2485,-7376.4010000005355,4864773.852899998,3,2,223,2,6,19,1371714533,454
2486,-7370.614700000732,4864768.552900001,3,2,224,2,6,19,1371714558,414
2487,-7384.211300000548,4864776.0964,3,2,222,2,6,19,1371714514,508
2488,-7383.265599999577,4864777.661399998,3,2,221,2,6,19,1371714492,501
2489,-7363.03830000013,4864766.439499997,3,2,229,2,6,19,1371714642,367
2490,-7363.996100001038,4864764.880800001,3,2,228,2,6,19,1371714626,375
2491,-7369.414400000124,4864767.887100004,3,2,226,2,6,19,1371714590,406
2492,-7368.386100001633,4864769.406199999,3,2,227,2,6,19,1371714608,404
